5   0.000029
6   0.000011
7   0.000011
8   0.000011
9   0.000013
10   0.000015
11   0.000015
12   0.000024
13   0.000018
14   0.000019
15   0.000020
16   0.000021
17   0.000022
18   0.000024
19   0.000023
20   0.000025
21   0.000026
22   0.000029
23   0.000029
24   0.000032
25   0.000032
26   0.000037
27   0.000034
28   0.000036
29   0.000037
30   0.000038
31   0.000039
32   0.000040
33   0.000045
34   0.000045
