5   0.000022
6   0.000006
7   0.000008
8   0.000013
9   0.000019
10   0.000030
11   0.000048
12   0.000078
13   0.000124
14   0.000199
15   0.000329
16   0.000520
17   0.000844
18   0.001368
19   0.002209
20   0.003561
21   0.005752
22   0.009285
23   0.015021
24   0.024188
25   0.039252
26   0.063725
27   0.102723
28   0.166642
29   0.270055
30   0.438817
31   0.709862
32   1.148290
33   1.862492
34   3.001011
